2022-05-23 22:01:57.711223,2022-05-23 22:01:58.133317,2022-05-23 22:01:58.561414,2022-05-23 22:01:58.977507,2022-05-23 22:01:59.409605,2022-05-23 22:01:59.775687,2022-05-23 22:02:00.197783,2022-05-23 22:02:00.607875,2022-05-23 22:02:01.019968,2022-05-23 22:02:01.337039,2022-05-23 22:02:01.780139,2022-05-23 22:02:02.190232,2022-05-23 22:02:02.506303,2022-05-23 22:02:02.920396,2022-05-23 22:02:03.318486,2022-05-23 22:02:03.620554,2022-05-23 22:02:03.999639,2022-05-23 22:02:04.383726,2022-05-23 22:02:04.759811,2022-05-23 22:02:05.125893,2022-05-23 22:02:05.457968,2022-05-23 22:02:05.806047,2022-05-23 22:02:06.184132,2022-05-23 22:02:06.580222,2022-05-23 22:02:06.916297,2022-05-23 22:02:07.436414,2022-05-23 22:02:07.862511,2022-05-23 22:02:08.326616,2022-05-23 22:02:08.934752,2022-05-23 22:02:09.318839,2022-05-23 22:02:09.766940,2022-05-23 22:02:10.179033,2022-05-23 22:02:10.641137,2022-05-23 22:02:11.117244,2022-05-23 22:02:11.517334,2022-05-23 22:02:11.947431,2022-05-23 22:02:12.345521,2022-05-23 22:02:12.727607,2022-05-23 22:02:13.173708,2022-05-23 22:02:13.566797,2022-05-23 22:02:13.947882,2022-05-23 22:02:14.375979,2022-05-23 22:02:14.868090,2022-05-23 22:02:15.296186,2022-05-23 22:02:15.660268,2022-05-23 22:02:16.152380,2022-05-23 22:02:16.568473,2022-05-23 22:02:17.014574,2022-05-23 22:02:17.472677,2022-05-23 22:02:17.849762,2022-05-23 22:02:18.312867,2022-05-23 22:02:18.696953,2022-05-23 22:02:18.937007,2022-05-23 22:02:19.285086,2022-05-23 22:02:19.747190,2022-05-23 22:02:20.145280,2022-05-23 22:02:20.601382,2022-05-23 22:02:21.068488,2022-05-23 22:02:21.431569,2022-05-23 22:02:21.829659,2022-05-23 22:02:22.257756,2022-05-23 22:02:22.574827,2022-05-23 22:02:23.003924,2022-05-23 22:02:23.370006,2022-05-23 22:02:23.777098,2022-05-23 22:02:24.127177,2022-05-23 22:02:24.490259,2022-05-23 22:02:24.868344,2022-05-23 22:02:25.250431,2022-05-23 22:02:25.671526,2022-05-23 22:02:26.004600,2022-05-23 22:02:26.372684,2022-05-23 22:02:26.804781,2022-05-23 22:02:27.216873,2022-05-23 22:02:27.610963,2022-05-23 22:02:27.961041,2022-05-23 22:02:28.375135,2022-05-23 22:02:28.771224,2022-05-23 22:02:29.200321,2022-05-23 22:02:29.647421,2022-05-23 22:02:30.111526,2022-05-23 22:02:30.527620,2022-05-23 22:02:30.829688,2022-05-23 22:02:31.191770,2022-05-23 22:02:31.631869,2022-05-23 22:02:31.953941,2022-05-23 22:02:32.412045,2022-05-23 22:02:32.790130,2022-05-23 22:02:33.152212,2022-05-23 22:02:33.596312,2022-05-23 22:02:34.022408,2022-05-23 22:02:34.420498,2022-05-23 22:02:34.831591,2022-05-23 22:02:35.258687,2022-05-23 22:02:35.578759,2022-05-23 22:02:36.026860,2022-05-23 22:02:36.298921,2022-05-23 22:02:36.729018,2022-05-23 22:02:37.111104,2022-05-23 22:02:37.399169,2022-05-23 22:02:37.895281,2022-05-23 22:02:38.341381,2022-05-23 22:02:38.755475,2022-05-23 22:02:39.072546,2022-05-23 22:02:39.581661,2022-05-23 22:02:40.029762,2022-05-23 22:02:40.407848,2022-05-23 22:02:40.883954,2022-05-23 22:02:41.282045,2022-05-23 22:02:41.711141,2022-05-23 22:02:42.168244,2022-05-23 22:02:42.596341,2022-05-23 22:02:43.084451,2022-05-23 22:02:43.562558,2022-05-23 22:02:43.763604
0.5442553688444819,2.363538107739998,2.3413919610220546,2.4033041030836158,2.3142890091378545,2.7316270042853605,2.3691372480573523,2.438470862850316,2.4266371526281167,3.153863390616094,2.2568306687192257,2.4384736981941835,3.163843376211342,2.4149135726269755,2.5120000095825197,3.310507692781264,2.637928703099813,2.6035794450072505,2.65897475234783,2.731625225258082,3.163840989665837,2.872913281842915,2.5374995160103766,2.5246846178756868,2.975517254833801,1.9226450451243349,2.3413893469482083,2.159339909730277,1.6443666099373861,2.6035794450072505,2.2316383369167845,2.4266385565729136,2.164015758919082,2.1734239672838935,2.403298594796783,2.325061503785573,2.511997000674968,2.617211567561159,2.241646277394577,2.537497980857012,2.630982243725211,2.3359217450532337,2.0320649593519566,2.3359217450532337,2.7466332606669894,2.0320541299209185,2.4033151197330302,2.241643881300893,2.1829154746247963,2.6449019332112926,2.164015758919082,2.6035842934673643,3.9053691675108753,3.0113668345749356,2.1640135259100424,2.5119924873271557,2.192491391932488,2.0699262599034896,2.881198007899708,2.5056956535245662,2.341395882143768,3.299587778092451,2.256828240054453,2.7316198881901497,2.45043200777725,2.856495673001943,2.76180530222917,2.6449102725308706,2.6172083013277905,2.3747589460322205,2.864691716218007,2.8402646387626715,2.314292840006445,2.4266343447433965,2.537501051165599,2.856501509191357,2.4149149630390485,2.524678539139312,2.325062792655906,2.241642683255972,2.1546864372473795,2.499440735547468,3.1439438118867544,2.7541992913408575,2.2773878940141183,3.1638505358694604,2.173421714816335,2.617209934443456,2.761803483676317,2.2517468026063394,2.3468891704006767,2.511997000674968,2.4266385565729136,2.3468865440375835,3.124293006753913,2.2316407116683363,3.675644790541115,2.325058926049194,2.5119939917746246,3.6756383483085315,2.015677315085583,2.241645079347095,2.414916353452723,3.143941455268044,1.9680628232944692,2.314292840006445,2.537494910555855,2.1003676628918875,2.5120000095825197,2.325053770593583,2.192487953690316,2.3359217450532337,2.0487202532140207,2.0915748157537926,4.607267179060752
