21:12:15.720886,21:12:15.864919,21:12:15.884922,21:12:15.899925,21:12:15.914929,21:12:15.930933,21:12:15.946936,21:12:15.961940,21:12:15.975942,21:12:15.991946,21:12:16.006950,21:12:16.022953,21:12:16.038956,21:12:16.054960,21:12:16.172987,21:12:16.183990,21:12:16.199994,21:12:16.214996,21:12:16.231001,21:12:16.246004,21:12:16.262007,21:12:16.278011,21:12:16.292015,21:12:16.308018,21:12:16.323021,21:12:16.338025,21:12:16.354028,21:12:16.369031,21:12:16.384035,21:12:16.400038,21:12:16.416042,21:12:16.451051,21:12:16.509063,21:12:16.524066,21:12:16.547071,21:12:16.586081,21:12:16.613087,21:12:16.649095,21:12:16.677102,21:12:16.713109,21:12:16.744116,21:12:16.762120,21:12:16.822134,21:12:16.843138,21:12:16.861142,21:12:16.901151,21:12:16.928158,21:12:16.961165,21:12:17.008175,21:12:17.024179,21:12:17.065189,21:12:17.115200,21:12:17.135204,21:12:17.165211,21:12:17.187216,21:12:17.227225,21:12:17.261233,21:12:17.295240,21:12:17.328248,21:12:17.366257,21:12:17.394263,21:12:17.428270,21:12:17.453276,21:12:17.545298,21:12:17.556299,21:12:17.588306,21:12:17.603310,21:12:17.625314,21:12:17.663324,21:12:17.679326,21:12:17.756344,21:12:17.772348,21:12:17.788352,21:12:17.820359,21:12:17.838363,21:12:17.877371,21:12:17.908378,21:12:17.944387,21:12:17.972393,21:12:18.011402,21:12:18.045409,21:12:18.075416,21:12:18.089419,21:12:18.134430,21:12:18.168437,21:12:18.192442,21:12:18.239453,21:12:18.265459,21:12:18.286464,21:12:18.363481,21:12:18.373483,21:12:18.392487,21:12:18.456502,21:12:18.467505,21:12:18.484508,21:12:18.518516,21:12:18.564527,21:12:18.580530,21:12:18.613537,21:12:18.654547,21:12:18.680553,21:12:18.715560,21:12:18.746567,21:12:18.785576,21:12:18.810582,21:12:19.031632,21:12:19.052636,21:12:19.068640,21:12:19.083644,21:12:19.098647,21:12:19.114651,21:12:19.130654,21:12:19.145657,21:12:19.161661,21:12:19.176664,21:12:19.192668,21:12:19.208672,21:12:19.229677,21:12:19.270686
0.6283936641414883,6.942821057370957,49.99349201997688,66.65136900316229,66.65136900316229,62.48218329162198,62.48869951282013,66.65136900316229,71.41428863311313,62.485906680174004,66.64925076671275,62.48683759665092,62.487768540865886,62.48404493042934,8.472673870139525,90.88612971028624,62.48497579143389,66.6556058800159,62.48218329162198,66.65030986810743,62.4896305125149,62.48497579143389,71.4094252247344,62.487768540865886,66.65030986810743,66.65136900316229,62.487768540865886,66.65136900316229,66.65030986810743,62.487768540865886,62.48497579143389,28.564159141366677,17.237739447067867,66.6556058800159,43.468344197904464,25.6347345646567,37.028930617722104,27.771697963291576,35.7041047380697,27.772617415890295,32.25048056960955,55.5448670410001,16.66277605406071,47.60844494892168,55.54413147405083,24.994213728539844,37.02860371495162,30.29625188705821,21.271986813744135,62.48497579143389,24.3842124539995,19.995537799982838,49.99110856843184,33.325154934053714,45.44503434676144,24.994064786785213,29.404823331463824,29.406060266135704,30.295595394594283,26.309772926859868,35.705928423059895,29.405854103130366,39.990694304075056,10.867001583036892,90.89991764552902,31.242720616168462,66.65136900316229,45.44503434676144,26.309442862340205,62.48869951282013,12.984054359434737,62.48311409715912,62.48683759665092,31.242720616168462,55.54339592658315,25.635674644891573,32.25072854912997,27.771330199298152,35.705928423059895,25.63536127715232,29.40523563145866,33.325684501581144,71.4130727189144,22.216769956035808,29.406060266135704,41.65727112011601,21.27166316729047,38.453041915728484,47.60790456407986,12.98409455351449,99.98102548211008,52.619545853719735,15.621534851673216,90.88219106844922,58.81212053227141,29.40523563145866,21.733834235821437,62.48683759665092,30.296470724202194,24.384495979814776,38.45339445335778,28.565131816417292,32.25048056960955,25.63520459615561,39.991456903127386,4.523853128879484,47.61006617705484,62.48404493042934,66.65030986810743,66.65348737425906,62.48497579143389,62.485906680174004,66.65454661030417,62.48404493042934,66.65348737425906,62.48497579143389,62.485906680174004,47.60790456407986,24.38477951222348
