2022-05-23 22:00:24.508925,2022-05-23 22:00:24.871006,2022-05-23 22:00:25.205082,2022-05-23 22:00:25.525153,2022-05-23 22:00:25.781211,2022-05-23 22:00:26.083279,2022-05-23 22:00:26.435359,2022-05-23 22:00:26.881460,2022-05-23 22:00:27.169524,2022-05-23 22:00:27.485596,2022-05-23 22:00:27.789664,2022-05-23 22:00:28.139744,2022-05-23 22:00:28.441811,2022-05-23 22:00:28.745880,2022-05-23 22:00:29.044947,2022-05-23 22:00:29.267998,2022-05-23 22:00:29.568066,2022-05-23 22:00:29.852130,2022-05-23 22:00:30.106186,2022-05-23 22:00:30.389250,2022-05-23 22:00:30.642307,2022-05-23 22:00:30.876361,2022-05-23 22:00:31.180429,2022-05-23 22:00:31.402479,2022-05-23 22:00:31.656537,2022-05-23 22:00:31.892590,2022-05-23 22:00:32.132644,2022-05-23 22:00:32.370697,2022-05-23 22:00:32.642758,2022-05-23 22:00:32.928823,2022-05-23 22:00:33.181880,2022-05-23 22:00:33.482948,2022-05-23 22:00:33.706998,2022-05-23 22:00:33.899041,2022-05-23 22:00:34.123092,2022-05-23 22:00:34.409156,2022-05-23 22:00:34.729228,2022-05-23 22:00:34.968283,2022-05-23 22:00:35.271351,2022-05-23 22:00:35.527408,2022-05-23 22:00:35.735455,2022-05-23 22:00:36.003516,2022-05-23 22:00:36.307584,2022-05-23 22:00:36.563642,2022-05-23 22:00:36.771689,2022-05-23 22:00:37.025746,2022-05-23 22:00:37.260799,2022-05-23 22:00:37.465846,2022-05-23 22:00:37.751910,2022-05-23 22:00:37.987964,2022-05-23 22:00:38.308036,2022-05-23 22:00:38.526084,2022-05-23 22:00:38.826152,2022-05-23 22:00:39.032199,2022-05-23 22:00:39.268253,2022-05-23 22:00:39.524310,2022-05-23 22:00:39.748361,2022-05-23 22:00:40.016421,2022-05-23 22:00:40.300485,2022-05-23 22:00:40.520535,2022-05-23 22:00:40.808600,2022-05-23 22:00:41.096665,2022-05-23 22:00:41.444742,2022-05-23 22:00:41.726806,2022-05-23 22:00:42.030875,2022-05-23 22:00:42.302936,2022-05-23 22:00:42.556993,2022-05-23 22:00:42.873064,2022-05-23 22:00:43.161129,2022-05-23 22:00:43.463198,2022-05-23 22:00:43.815277,2022-05-23 22:00:44.151353,2022-05-23 22:00:44.421414,2022-05-23 22:00:44.725482,2022-05-23 22:00:45.439644,2022-05-23 22:00:45.759716,2022-05-23 22:00:46.123798,2022-05-23 22:00:46.423866,2022-05-23 22:00:46.805951,2022-05-23 22:00:47.044006,2022-05-23 22:00:47.427091,2022-05-23 22:00:47.756166,2022-05-23 22:00:48.074237,2022-05-23 22:00:48.436319,2022-05-23 22:00:48.737386,2022-05-23 22:00:49.056459,2022-05-23 22:00:49.354526,2022-05-23 22:00:49.656594,2022-05-23 22:00:49.942659,2022-05-23 22:00:50.214720,2022-05-23 22:00:50.562798,2022-05-23 22:00:50.866866,2022-05-23 22:00:51.118924,2022-05-23 22:00:51.388984,2022-05-23 22:00:51.645042,2022-05-23 22:00:51.867092,2022-05-23 22:00:52.137153,2022-05-23 22:00:52.435221,2022-05-23 22:00:52.755292,2022-05-23 22:00:53.009350,2022-05-23 22:00:53.279411,2022-05-23 22:00:53.549472,2022-05-23 22:00:53.773522,2022-05-23 22:00:54.029579,2022-05-23 22:00:54.333648,2022-05-23 22:00:54.597708,2022-05-23 22:00:54.851766,2022-05-23 22:00:55.167837,2022-05-23 22:00:55.435897,2022-05-23 22:00:55.705958,2022-05-23 22:00:55.989021,2022-05-23 22:00:56.196069,2022-05-23 22:00:56.448125,2022-05-23 22:00:56.684179,2022-05-23 22:00:56.972243,2022-05-23 22:00:57.212298,2022-05-23 22:00:57.498362,2022-05-23 22:00:57.786426,2022-05-23 22:00:58.056487,2022-05-23 22:00:58.360557,2022-05-23 22:00:58.552599,2022-05-23 22:00:58.821660,2022-05-23 22:00:59.139733,2022-05-23 22:00:59.423796,2022-05-23 22:00:59.707860,2022-05-23 22:00:59.995925,2022-05-23 22:01:00.279989,2022-05-23 22:01:00.566053,2022-05-23 22:01:00.820111,2022-05-23 22:01:01.072168,2022-05-23 22:01:01.310221,2022-05-23 22:01:01.561277
0.6190553080071377,2.7618107579020976,2.993333642588753,3.1242953340087003,3.9053764402010462,3.31051291866784,2.9755193657225716,2.1640146424139863,3.471439260009667,3.163843376211342,3.288731930535474,2.856495673001943,3.310515531617315,3.2887293518599106,3.520335725376642,4.200722704292159,3.3325763938161908,3.5079873273315467,4.2184673811592805,3.520335725376642,3.7304985733700486,4.2725384515870095,3.288726773188391,4.503500858437762,3.936114565102126,4.2363326562829835,4.1657271120116,4.200739532964501,3.675648011665875,3.4957136022909685,3.936121952753068,3.3325763938161908,4.463269549597866,5.2071718192494965,4.463288547610281,3.4957136022909685,3.1242953340087003,4.1657271120116,3.31051030572249,3.905372803852575,4.806602697874086,3.7305052093431974,3.288731930535474,3.9053691675108753,4.8066082061672315,3.9361108712870543,4.236341213865185,4.900861152331655,3.4957048618779925,4.236328377504848,3.124297661266955,4.565199029992729,3.3437214500845833,4.853277113145827,4.236328377504848,3.905372803852575,4.463279048583858,3.730495255392327,3.5203327707140284,4.5444394243260495,3.4714363868558467,3.471445006331576,2.8729191853117753,3.5327654140885976,3.299587778092451,3.6756415694220004,3.9361256465889385,3.163840989665837,3.4714421331682437,3.31051030572249,2.8402646387626715,2.9755193657225716,3.7028767165615357,3.288724194520915,1.4002451085945917,3.12428835225474,2.7466350592965614,3.3325843375121367,2.6172132006809004,4.183164233645801,2.6172083013277905,2.897891615378025,3.310523370490489,2.754195674243111,3.5079843933609056,2.9933293701118386,3.354957402168166,3.31051291866784,3.495716515771673,3.6756415694220004,2.872909346210487,3.2887396665864275,3.7304985733700486,3.9361182589241306,3.9053764402010462,4.5034863520109605,3.7028701785176703,3.3549439843351307,2.975523587509098,4.200735325783775,3.702863640496893,3.702863640496893,4.463288547610281,3.9053691675108753,3.2887345092150815,3.787021227993033,3.936114565102126,3.163843376211342,3.7166412646652254,3.7166346779238686,3.5327683896578415,4.829810460376316,3.9673666596985813,4.236328377504848,3.675644790541115,3.905372803852575,3.4957194292572344,3.4714363868558467,3.702873447536717,3.288731930535474,5.2071524254210795,3.716631384561945,3.143950881764083,3.5203298160563747,3.5203298160563747,3.471439260009667,3.5203327707140284,3.4957194292572344,3.9361182589241306,3.967355401606502,4.200739532964501,3.744476315716644
